vector 133  Topo.server2.udpApp[0]  rcvdPkCnt:vector  ETV
1	114249	133	1250
1	114395	133.1	1250
1	114484	133.2	1250
1	114655	133.3	1250
1	114743	133.4	1250
1	114890	133.5	1250
1	115003	133.6	1250
1	115149	133.7	1250
1	115238	133.8	1250
1	115409	133.9	1250
3	114255	133	1258
3	114397	133.1	1258
3	114492	133.2	1258
3	114657	133.3	1258
3	114749	133.4	1258
3	114894	133.5	1258
3	115009	133.6	1258
3	115151	133.7	1258
3	115246	133.8	1258
3	115411	133.9	1258
4	9821	13.3	133
4	114255	133	1330
4	114397	133.1	1331
4	114492	133.2	1332
4	114657	133.3	1333
4	114749	133.4	1334
4	114894	133.5	1335
4	115009	133.6	1336
4	115151	133.7	1337
4	115246	133.8	1338
4	115411	133.9	1339
14	114294	133.00010432	1296
14	114404	133.10010432	1296
14	114537	133.20010432	1296
14	114664	133.30010432	1296
14	114788	133.40010432	1296
14	114908	133.50010432	1296
14	115048	133.60010432	1296
14	115158	133.70010432	1296
14	115291	133.80010432	1296
14	115418	133.90010432	1296
19	114270	133	1296
19	114402	133.1	1296
19	114512	133.2	1296
19	114662	133.3	1296
19	114764	133.4	1296
19	114904	133.5	1296
19	115024	133.6	1296
19	115156	133.7	1296
19	115266	133.8	1296
19	115416	133.9	1296
23	114267	133	1278
23	114401	133.1	1278
23	114508	133.2	1278
23	114661	133.3	1278
23	114761	133.4	1278
23	114902	133.5	1278
23	115021	133.6	1278
23	115155	133.7	1278
23	115262	133.8	1278
23	115415	133.9	1278
27	114247	133	1250
27	114482	133.2	1250
27	114741	133.4	1250
27	115001	133.6	1250
27	115236	133.8	1250
29	114253	133	1258
29	114490	133.2	1258
29	114747	133.4	1258
29	115007	133.6	1258
29	115244	133.8	1258
30	17859	26.6	133
30	114253	133	665
30	114490	133.2	666
30	114747	133.4	667
30	115007	133.6	668
30	115244	133.8	669
40	114292	133.00010432	1296
40	114535	133.20010432	1296
40	114786	133.40010432	1296
40	115046	133.60010432	1296
40	115289	133.80010432	1296
45	114268	133	1296
45	114510	133.2	1296
45	114762	133.4	1296
45	115022	133.6	1296
45	115264	133.8	1296
49	114265	133	1278
49	114506	133.2	1278
49	114759	133.4	1278
49	115019	133.6	1278
49	115260	133.8	1278
53	114481	133.2	1250
53	114889	133.5	1250
53	115235	133.8	1250
55	114345	133.039999999826	8
55	114371	133.079999999825	8
55	114423	133.119999999824	8
55	114449	133.159999999824	8
55	114475	133.199999999824	8
55	114489	133.2	1258
55	114605	133.239999999824	8
55	114631	133.279999999823	8
55	114683	133.319999999823	8
55	114709	133.359999999823	8
55	114735	133.399999999823	8
55	114839	133.439999999822	8
55	114865	133.479999999821	8
55	114893	133.5	1258
55	114943	133.519999999821	8
55	114969	133.559999999821	8
55	114995	133.599999999821	8
